OrderID,OrderDate,ProductID,ProductCategory,Quantity,UnitPrice,Discount,Region,SalesChannel,Column1,Column2,Column3
10284,11-10-2022,2042,Beauty,6,94.11,0.2,East,Online,564.66,112.932,451.728
10285,12-10-2022,2099,Home & Kitchen,5,48.84,0,South,Mobile App,244.2,0,244.2
10286,13-10-2022,2007,Home & Kitchen,9,56.14,0.05,West,Mobile App,505.26,25.263,479.997
10287,14-10-2022,2016,Fashion,6,294.41,0.01,North,Mobile App,1766.46,17.6646,1748.7954
10288,15-10-2022,2090,Electronics,8,345.66,0.05,South,Online,2765.28,138.264,2627.016
10289,16-10-2022,2060,Beauty,2,201.7,0.05,North,Online,403.4,20.17,383.23
10290,17-10-2022,2002,Electronics,9,242.55,0.12,South,Online,2182.95,261.954,1920.996
10291,18-10-2022,2001,Electronics,5,344.55,0.12,South,Mobile App,1722.75,206.73,1516.02
10292,19-10-2022,2048,Fashion,7,13.6,0.26,Central,Mobile App,95.2,24.752,70.448
10293,20-10-2022,2012,Beauty,1,164.95,0.15,West,Mobile App,164.95,24.7425,140.2075
10294,21-10-2022,2069,Beauty,5,486.68,0.22,West,Mobile App,2433.4,535.348,1898.052
10295,22-10-2022,2037,Books,2,292.16,0.03,South,Online,584.32,17.5296,566.7904
10296,23-10-2022,2032,Electronics,6,130.84,0.07,East,Online,785.04,54.9528,730.0872
10297,24-10-2022,2009,Electronics,1,263.26,0.21,East,Online,263.26,55.2846,207.9754
10298,25-10-2022,2099,Home & Kitchen,3,174.61,0.02,North,Online,523.83,10.4766,513.3534
10299,26-10-2022,2019,Books,5,268.46,0.15,North,Mobile App,1342.3,201.345,1140.955
10300,27-10-2022,2048,Home & Kitchen,4,67.24,0.18,Central,Mobile App,268.96,48.4128,220.5472
10301,28-10-2022,2080,Home & Kitchen,3,70.69,0.18,South,Mobile App,212.07,38.1726,173.8974
10302,29-10-2022,2003,Home & Kitchen,5,76.05,0.01,North,Online,380.25,3.8025,376.4475
10303,30-10-2022,2020,Fashion,8,470.21,0.1,North,Online,3761.68,376.168,3385.512
10304,31-10-2022,2024,Fashion,4,367.78,0.19,South,Mobile App,1471.12,279.5128,1191.6072
10305,01-11-2022,2054,Home & Kitchen,1,85.38,0.04,Central,Mobile App,85.38,3.4152,81.9648
10306,02-11-2022,2033,Books,7,98.23,0.21,North,Online,687.61,144.3981,543.2119
10307,03-11-2022,2024,Electronics,8,366.76,0.22,Central,Mobile App,2934.08,645.4976,2288.5824
10308,04-11-2022,2075,Books,3,82.3,0.29,West,Online,246.9,71.601,175.299
10309,05-11-2022,2072,Beauty,6,121.11,0.06,Central,Online,726.66,43.5996,683.0604
10310,06-11-2022,2036,Fashion,2,481.86,0.25,East,Online,963.72,240.93,722.79
10311,07-11-2022,2038,Electronics,7,131.38,0.16,East,Mobile App,919.66,147.1456,772.5144
10312,08-11-2022,2084,Electronics,8,332.51,0.11,Central,Mobile App,2660.08,292.6088,2367.4712
10313,09-11-2022,2099,Beauty,6,489.42,0.04,East,Online,2936.52,117.4608,2819.0592
10314,10-11-2022,2089,Beauty,6,190.28,0.22,West,Mobile App,1141.68,251.1696,890.5104
10315,11-11-2022,2099,Home & Kitchen,5,13.67,0.07,South,Online,68.35,4.7845,63.5655
10316,12-11-2022,2025,Fashion,8,125.85,0.11,East,Online,1006.8,110.748,896.052
10317,13-11-2022,2093,Fashion,1,416.28,0.02,East,Online,416.28,8.3256,407.9544
10318,14-11-2022,2018,Books,4,432.98,0.24,Central,Online,1731.92,415.6608,1316.2592
10319,15-11-2022,2082,Home & Kitchen,4,385.42,0.23,West,Mobile App,1541.68,354.5864,1187.0936
10320,16-11-2022,2066,Home & Kitchen,3,60.99,0.22,South,Online,182.97,40.2534,142.7166
10321,17-11-2022,2054,Home & Kitchen,3,398.78,0.09,Central,Online,1196.34,107.6706,1088.6694
10322,18-11-2022,2035,Home & Kitchen,4,459.75,0.05,Central,Mobile App,1839,91.95,1747.05
10323,19-11-2022,2080,Fashion,1,302.3,0.19,West,Online,302.3,57.437,244.863
10324,20-11-2022,2061,Fashion,2,470.73,0.15,South,Online,941.46,141.219,800.241
10325,21-11-2022,2041,Home & Kitchen,9,414.29,0.05,West,Mobile App,3728.61,186.4305,3542.1795
10326,22-11-2022,2100,Books,2,335.15,0.21,South,Mobile App,670.3,140.763,529.537
10327,23-11-2022,2033,Electronics,5,290.71,0.3,West,Mobile App,1453.55,436.065,1017.485
10328,24-11-2022,2068,Electronics,9,177.54,0.22,Central,Online,1597.86,351.5292,1246.3308
10329,25-11-2022,2033,Books,9,83.85,0.22,Central,Mobile App,754.65,166.023,588.627
10330,26-11-2022,2014,Home & Kitchen,8,304.45,0.29,North,Mobile App,2435.6,706.324,1729.276
10331,27-11-2022,2021,Fashion,1,162.47,0.06,East,Online,162.47,9.7482,152.7218
10332,28-11-2022,2048,Electronics,1,433.89,0.17,West,Online,433.89,73.7613,360.1287
10333,29-11-2022,2020,Beauty,9,496.7,0.29,North,Online,4470.3,1296.387,3173.913
10334,30-11-2022,2008,Beauty,8,377.45,0.05,East,Online,3019.6,150.98,2868.62
10335,01-12-2022,2007,Books,9,49.79,0.21,West,Online,448.11,94.1031,354.0069
10336,02-12-2022,2067,Home & Kitchen,7,147.9,0.18,South,Mobile App,1035.3,186.354,848.946
10337,03-12-2022,2017,Electronics,3,59.01,0.18,East,Mobile App,177.03,31.8654,145.1646
10338,04-12-2022,2033,Home & Kitchen,3,327,0.21,Central,Mobile App,981,206.01,774.99
10339,05-12-2022,2048,Electronics,2,383.77,0.28,North,Online,767.54,214.9112,552.6288
10340,06-12-2022,2076,Books,5,463.21,0.23,East,Online,2316.05,532.6915,1783.3585
10341,07-12-2022,2059,Books,3,221.9,0.02,East,Online,665.7,13.314,652.386
10342,08-12-2022,2086,Beauty,6,451.18,0.26,Central,Mobile App,2707.08,703.8408,2003.2392
10343,09-12-2022,2022,Home & Kitchen,2,439.56,0.07,West,Mobile App,879.12,61.5384,817.5816
10344,10-12-2022,2030,Beauty,3,162.01,0.11,South,Online,486.03,53.4633,432.5667
10345,11-12-2022,2038,Home & Kitchen,5,435.11,0.14,Central,Mobile App,2175.55,304.577,1870.973
10346,12-12-2022,2051,Beauty,1,190.96,0.14,South,Online,190.96,26.7344,164.2256
10347,13-12-2022,2054,Fashion,1,151.95,0.13,West,Mobile App,151.95,19.7535,132.1965
10348,14-12-2022,2008,Fashion,9,326.29,0.28,East,Mobile App,2936.61,822.2508,2114.3592
10349,15-12-2022,2027,Fashion,7,167.55,0.21,South,Mobile App,1172.85,246.2985,926.5515
10350,16-12-2022,2027,Fashion,1,316.95,0.19,North,Online,316.95,60.2205,256.7295
10351,17-12-2022,2098,Electronics,8,306.87,0.01,North,Mobile App,2454.96,24.5496,2430.4104
10352,18-12-2022,2021,Fashion,3,283.9,0.27,Central,Mobile App,851.7,229.959,621.741
10353,19-12-2022,2030,Books,8,193.31,0.27,West,Online,1546.48,417.5496,1128.9304
10354,20-12-2022,2097,Books,5,276.51,0.23,Central,Mobile App,1382.55,317.9865,1064.5635
10355,21-12-2022,2028,Electronics,1,300.26,0,Central,Online,300.26,0,300.26
10356,22-12-2022,2064,Fashion,7,275.12,0.02,Central,Online,1925.84,38.5168,1887.3232
10357,23-12-2022,2097,Fashion,5,224.99,0.07,North,Online,1124.95,78.7465,1046.2035
10358,24-12-2022,2069,Fashion,6,12.26,0.04,North,Online,73.56,2.9424,70.6176
10359,25-12-2022,2061,Beauty,6,295.6,0.12,Central,Online,1773.6,212.832,1560.768
10360,26-12-2022,2048,Home & Kitchen,8,88.38,0.28,North,Mobile App,707.04,197.9712,509.0688
10361,27-12-2022,2019,Beauty,9,323.08,0.14,West,Online,2907.72,407.0808,2500.6392
10362,28-12-2022,2004,Home & Kitchen,2,380.88,0,Central,Online,761.76,0,761.76
10363,29-12-2022,2035,Fashion,9,252.72,0.08,North,Online,2274.48,181.9584,2092.5216
10364,30-12-2022,2064,Fashion,9,273.47,0.01,South,Online,2461.23,24.6123,2436.6177
10365,31-12-2022,2049,Beauty,7,475.98,0.01,Central,Mobile App,3331.86,33.3186,3298.5414
10366,01-01-2023,2017,Beauty,1,424.35,0.08,Central,Online,424.35,33.948,390.402
10367,02-01-2023,2044,Home & Kitchen,7,457.55,0.08,West,Mobile App,3202.85,256.228,2946.622
10368,03-01-2023,2092,Books,5,407.81,0.24,East,Online,2039.05,489.372,1549.678
10369,04-01-2023,2030,Home & Kitchen,6,58.91,0.29,East,Mobile App,353.46,102.5034,250.9566
10370,05-01-2023,2093,Beauty,7,78.75,0.11,West,Online,551.25,60.6375,490.6125
10371,06-01-2023,2046,Beauty,5,265.68,0.13,West,Online,1328.4,172.692,1155.708
10372,07-01-2023,2006,Electronics,7,126.8,0.25,West,Mobile App,887.6,221.9,665.7
10373,08-01-2023,2099,Beauty,9,240.96,0.08,East,Online,2168.64,173.4912,1995.1488
10374,09-01-2023,2037,Electronics,3,200.21,0.05,West,Mobile App,600.63,30.0315,570.5985
10375,10-01-2023,2024,Books,8,276.96,0.26,North,Online,2215.68,576.0768,1639.6032
10376,11-01-2023,2093,Home & Kitchen,2,374.7,0.01,Central,Mobile App,749.4,7.494,741.906
10377,12-01-2023,2046,Home & Kitchen,7,359.17,0.19,Central,Online,2514.19,477.6961,2036.4939
10378,13-01-2023,2053,Electronics,2,263.01,0.17,South,Online,526.02,89.4234,436.5966
10379,14-01-2023,2095,Home & Kitchen,4,412.08,0.1,South,Mobile App,1648.32,164.832,1483.488
10380,15-01-2023,2099,Beauty,7,218.28,0.09,Central,Online,1527.96,137.5164,1390.4436
10381,16-01-2023,2060,Fashion,3,448.87,0.23,North,Online,1346.61,309.7203,1036.8897
10382,17-01-2023,2097,Electronics,2,40.28,0.03,East,Online,80.56,2.4168,78.1432
10383,18-01-2023,2063,Home & Kitchen,7,477.56,0.07,East,Online,3342.92,234.0044,3108.9156
10384,19-01-2023,2085,Electronics,1,329.07,0.22,North,Online,329.07,72.3954,256.6746
10385,20-01-2023,2032,Electronics,8,193.14,0.16,East,Online,1545.12,247.2192,1297.9008
10386,21-01-2023,2087,Fashion,3,102.59,0.04,West,Mobile App,307.77,12.3108,295.4592
10387,22-01-2023,2033,Beauty,2,242.2,0.26,Central,Mobile App,484.4,125.944,358.456
10388,23-01-2023,2067,Electronics,3,101.31,0.12,Central,Mobile App,303.93,36.4716,267.4584
10389,24-01-2023,2018,Home & Kitchen,5,87.33,0.25,North,Online,436.65,109.1625,327.4875
10390,25-01-2023,2025,Books,8,310.59,0.24,East,Mobile App,2484.72,596.3328,1888.3872
10391,26-01-2023,2095,Electronics,7,263.93,0.19,South,Online,1847.51,351.0269,1496.4831
10392,27-01-2023,2054,Electronics,7,336.7,0.15,South,Online,2356.9,353.535,2003.365
10393,28-01-2023,2058,Fashion,7,465.15,0.29,East,Online,3256.05,944.2545,2311.7955
10394,29-01-2023,2067,Beauty,8,268.47,0.04,South,Online,2147.76,85.9104,2061.8496
10395,30-01-2023,2046,Books,1,292.56,0.22,North,Mobile App,292.56,64.3632,228.1968
10396,31-01-2023,2024,Home & Kitchen,4,49.37,0.06,North,Online,197.48,11.8488,185.6312
10397,01-02-2023,2032,Books,6,360.23,0.1,East,Mobile App,2161.38,216.138,1945.242
10398,02-02-2023,2047,Home & Kitchen,9,202.95,0.09,South,Online,1826.55,164.3895,1662.1605
10399,03-02-2023,2086,Beauty,2,488.48,0.28,North,Mobile App,976.96,273.5488,703.4112
10400,04-02-2023,2023,Home & Kitchen,1,412.47,0.29,North,Mobile App,412.47,119.6163,292.8537
10401,05-02-2023,2066,Fashion,2,263.63,0.05,West,Mobile App,527.26,26.363,500.897
10402,06-02-2023,2027,Fashion,7,66,0.01,West,Mobile App,462,4.62,457.38
10403,07-02-2023,2002,Fashion,3,430.41,0.22,North,Mobile App,1291.23,284.0706,1007.1594
10404,08-02-2023,2090,Fashion,2,400.89,0.13,East,Mobile App,801.78,104.2314,697.5486
10405,09-02-2023,2017,Books,7,96.37,0.03,Central,Online,674.59,20.2377,654.3523
10406,10-02-2023,2033,Beauty,2,151.16,0.21,Central,Mobile App,302.32,63.4872,238.8328
10407,11-02-2023,2009,Home & Kitchen,3,397.74,0.16,North,Online,1193.22,190.9152,1002.3048
10408,12-02-2023,2043,Home & Kitchen,7,96.69,0.29,North,Mobile App,676.83,196.2807,480.5493
10409,13-02-2023,2048,Fashion,4,459.29,0.07,North,Online,1837.16,128.6012,1708.5588
10410,14-02-2023,2039,Fashion,1,215.14,0.12,East,Mobile App,215.14,25.8168,189.3232
10411,15-02-2023,2093,Electronics,5,48.08,0.16,West,Mobile App,240.4,38.464,201.936
10412,16-02-2023,2042,Beauty,9,408.8,0.24,North,Online,3679.2,883.008,2796.192
10413,17-02-2023,2026,Books,8,189.89,0.16,North,Mobile App,1519.12,243.0592,1276.0608
10414,18-02-2023,2099,Home & Kitchen,9,265.62,0.18,South,Mobile App,2390.58,430.3044,1960.2756
10415,19-02-2023,2050,Electronics,9,60.59,0.07,East,Mobile App,545.31,38.1717,507.1383
10416,20-02-2023,2025,Electronics,7,6.28,0.25,North,Online,43.96,10.99,32.97
10417,21-02-2023,2024,Home & Kitchen,4,320.8,0.13,South,Mobile App,1283.2,166.816,1116.384
10418,22-02-2023,2013,Books,5,260.01,0.04,Central,Online,1300.05,52.002,1248.048
10419,23-02-2023,2060,Electronics,1,298.8,0.2,North,Mobile App,298.8,59.76,239.04
10420,24-02-2023,2007,Electronics,1,397.9,0.06,North,Mobile App,397.9,23.874,374.026
10421,25-02-2023,2057,Beauty,3,325.07,0.03,South,Online,975.21,29.2563,945.9537
10422,26-02-2023,2036,Books,8,91.51,0.26,East,Mobile App,732.08,190.3408,541.7392
10423,27-02-2023,2045,Electronics,2,183.58,0.14,North,Mobile App,367.16,51.4024,315.7576
10424,28-02-2023,2020,Books,4,453.42,0.22,Central,Online,1813.68,399.0096,1414.6704
10425,01-03-2023,2065,Home & Kitchen,2,386.12,0.09,North,Mobile App,772.24,69.5016,702.7384
10426,02-03-2023,2008,Fashion,5,280.54,0.24,Central,Online,1402.7,336.648,1066.052
10427,03-03-2023,2016,Electronics,9,131.54,0.03,West,Online,1183.86,35.5158,1148.3442
10428,04-03-2023,2014,Beauty,1,154.52,0.11,West,Online,154.52,16.9972,137.5228
10429,05-03-2023,2076,Home & Kitchen,5,367.32,0.29,Central,Mobile App,1836.6,532.614,1303.986
10430,06-03-2023,2087,Books,9,426.33,0.24,East,Online,3836.97,920.8728,2916.0972
10431,07-03-2023,2015,Home & Kitchen,1,337.36,0.15,North,Online,337.36,50.604,286.756
10432,08-03-2023,2092,Electronics,9,405.72,0.1,North,Mobile App,3651.48,365.148,3286.332
10433,09-03-2023,2098,Books,8,384.49,0.26,West,Online,3075.92,799.7392,2276.1808
10434,10-03-2023,2066,Fashion,4,79.1,0.16,Central,Mobile App,316.4,50.624,265.776
10435,11-03-2023,2032,Home & Kitchen,5,214.85,0.23,North,Mobile App,1074.25,247.0775,827.1725
10436,12-03-2023,2087,Electronics,5,80.73,0.23,North,Mobile App,403.65,92.8395,310.8105
10437,13-03-2023,2063,Beauty,6,121.44,0.01,East,Mobile App,728.64,7.2864,721.3536
10438,14-03-2023,2086,Books,7,435.28,0.04,South,Online,3046.96,121.8784,2925.0816
10439,15-03-2023,2051,Home & Kitchen,8,239.08,0.2,West,Online,1912.64,382.528,1530.112
10440,16-03-2023,2025,Home & Kitchen,8,270,0.05,West,Online,2160,108,2052
10441,17-03-2023,2058,Fashion,2,93.33,0.08,South,Online,186.66,14.9328,171.7272
10442,18-03-2023,2063,Fashion,9,159.57,0.28,North,Online,1436.13,402.1164,1034.0136
10443,19-03-2023,2062,Beauty,7,118.97,0.17,East,Mobile App,832.79,141.5743,691.2157
10444,20-03-2023,2022,Beauty,4,107.06,0.23,East,Online,428.24,98.4952,329.7448
10445,21-03-2023,2058,Electronics,4,320.79,0.17,West,Online,1283.16,218.1372,1065.0228
10446,22-03-2023,2058,Electronics,8,132.16,0.17,East,Online,1057.28,179.7376,877.5424
10447,23-03-2023,2086,Beauty,4,317.85,0.03,South,Mobile App,1271.4,38.142,1233.258
10448,24-03-2023,2049,Beauty,6,33.94,0.1,North,Mobile App,203.64,20.364,183.276
10449,25-03-2023,2052,Books,5,75.18,0.08,South,Online,375.9,30.072,345.828
10450,26-03-2023,2042,Fashion,3,140.9,0.12,Central,Mobile App,422.7,50.724,371.976
10451,27-03-2023,2070,Electronics,2,300.54,0.24,West,Online,601.08,144.2592,456.8208
10452,28-03-2023,2015,Fashion,9,339.54,0.11,East,Online,3055.86,336.1446,2719.7154
10453,29-03-2023,2054,Fashion,9,224.14,0.14,Central,Mobile App,2017.26,282.4164,1734.8436
10454,30-03-2023,2060,Beauty,1,225.67,0.12,East,Mobile App,225.67,27.0804,198.5896
10455,31-03-2023,2097,Books,3,363.64,0.03,North,Online,1090.92,32.7276,1058.1924
10456,01-04-2023,2008,Home & Kitchen,8,12.83,0.13,North,Online,102.64,13.3432,89.2968
10457,02-04-2023,2053,Books,6,173.84,0.06,North,Mobile App,1043.04,62.5824,980.4576
10458,03-04-2023,2060,Books,5,410.26,0.06,East,Online,2051.3,123.078,1928.222
10459,04-04-2023,2005,Fashion,5,303.59,0.03,Central,Mobile App,1517.95,45.5385,1472.4115
10460,05-04-2023,2068,Books,6,171.93,0.11,North,Online,1031.58,113.4738,918.1062
10461,06-04-2023,2006,Electronics,7,453.23,0.23,Central,Mobile App,3172.61,729.7003,2442.9097
10462,07-04-2023,2096,Fashion,1,387.45,0.08,East,Online,387.45,30.996,356.454
10463,08-04-2023,2094,Electronics,9,136.12,0.09,Central,Online,1225.08,110.2572,1114.8228
10464,09-04-2023,2047,Home & Kitchen,3,324.42,0.19,East,Mobile App,973.26,184.9194,788.3406
10465,10-04-2023,2099,Fashion,4,299.9,0.06,East,Online,1199.6,71.976,1127.624
10466,11-04-2023,2055,Home & Kitchen,1,203.59,0.27,West,Online,203.59,54.9693,148.6207
10467,12-04-2023,2040,Fashion,3,186.64,0.16,East,Mobile App,559.92,89.5872,470.3328
10468,13-04-2023,2052,Beauty,2,175.06,0.13,East,Online,350.12,45.5156,304.6044
10469,14-04-2023,2016,Books,2,310.49,0.17,South,Online,620.98,105.5666,515.4134
10470,15-04-2023,2013,Beauty,1,223.99,0.05,North,Online,223.99,11.1995,212.7905
10471,16-04-2023,2030,Home & Kitchen,8,416.77,0.18,West,Mobile App,3334.16,600.1488,2734.0112
10472,17-04-2023,2019,Books,3,336.45,0.11,West,Mobile App,1009.35,111.0285,898.3215
10473,18-04-2023,2017,Fashion,3,39.62,0.27,West,Mobile App,118.86,32.0922,86.7678
10474,19-04-2023,2063,Books,6,321.88,0.05,South,Online,1931.28,96.564,1834.716
10475,20-04-2023,2019,Electronics,8,139.22,0.15,East,Online,1113.76,167.064,946.696
10476,21-04-2023,2092,Books,9,298.44,0.18,North,Online,2685.96,483.4728,2202.4872
10477,22-04-2023,2058,Electronics,9,341.67,0.01,Central,Online,3075.03,30.7503,3044.2797
10478,23-04-2023,2055,Books,4,119.26,0.11,East,Mobile App,477.04,52.4744,424.5656
10479,24-04-2023,2090,Electronics,5,231.15,0.22,South,Online,1155.75,254.265,901.485
10480,25-04-2023,2090,Home & Kitchen,2,99.21,0.25,East,Online,198.42,49.605,148.815
10481,26-04-2023,2062,Beauty,9,30.91,0.09,East,Online,278.19,25.0371,253.1529
10482,27-04-2023,2023,Fashion,8,192.35,0.24,South,Mobile App,1538.8,369.312,1169.488
10483,28-04-2023,2009,Books,3,184.66,0.29,West,Online,553.98,160.6542,393.3258
10484,29-04-2023,2012,Beauty,9,497.76,0.26,West,Online,4479.84,1164.7584,3315.0816
10485,30-04-2023,2001,Fashion,3,225.94,0.04,North,Online,677.82,27.1128,650.7072
10486,01-05-2023,2058,Fashion,9,170.12,0.22,North,Online,1531.08,336.8376,1194.2424
10487,02-05-2023,2001,Electronics,2,292.34,0.1,West,Online,584.68,58.468,526.212
10488,03-05-2023,2034,Home & Kitchen,9,48.94,0.3,Central,Mobile App,440.46,132.138,308.322
10489,04-05-2023,2096,Home & Kitchen,8,481.02,0.15,East,Online,3848.16,577.224,3270.936
10490,05-05-2023,2048,Beauty,9,319.31,0.04,Central,Online,2873.79,114.9516,2758.8384
10491,06-05-2023,2089,Home & Kitchen,5,378.64,0.22,East,Online,1893.2,416.504,1476.696
10492,07-05-2023,2001,Books,2,89.39,0.1,West,Online,178.78,17.878,160.902
10493,08-05-2023,2016,Home & Kitchen,8,207.69,0.3,North,Online,1661.52,498.456,1163.064
10494,09-05-2023,2061,Beauty,6,214.23,0.29,North,Online,1285.38,372.7602,912.6198
10495,10-05-2023,2064,Home & Kitchen,8,411.79,0.2,Central,Online,3294.32,658.864,2635.456
10496,11-05-2023,2063,Books,5,5.61,0.04,North,Online,28.05,1.122,26.928
10497,12-05-2023,2069,Electronics,2,153.92,0.21,West,Online,307.84,64.6464,243.1936
10498,13-05-2023,2022,Beauty,6,490.71,0.03,Central,Online,2944.26,88.3278,2855.9322
10499,14-05-2023,2093,Electronics,5,240.07,0.01,East,Mobile App,1200.35,12.0035,1188.3465
10500,15-05-2023,2067,Electronics,5,194.35,0.25,North,Mobile App,971.75,242.9375,728.8125
